Bio,labels
"Professional Email List Hygiene. We work with ISP’s and publishers filtering protestors, threats, bait & litigators.",-1
"Professional EOS Implementer®. I help entrepreneurs grow from small and scrappy to strong and scaled. CMS OG. Love first, fix second. @camacho@mastodon.cloud",8
Professional Equity Compensation risk analysis and tax planning tools to help financial advisors attract and provide guidance to executives.,-1
Professional Equity Compensation risk analysis and tax planning tools to help financial advisors attract and provide guidance to executives.,-1
"Professional fitness, nutrition, and wellness writer and editor for hire. Lover of #triathlon . On Strava: https://www.strava.com/athletes/5935143",-1
"Professional golfer, Pilot, Artist, Swiss army wife, Mother of a baby dragon, Optimist.",6
Professional High Fiver   Swinging Fore the Fences  Taylormade Girl • All Sports Fanatic • T🌸tted Golfer  #GoDucks 🦆 • Fish-On🐠Gambling 🥃 Whiskey Girl,-1
Professional janitorial outfit serving Central Oregon.,-1
"Professional news reader particularly of international politics. Also, I moonlight as a part-time expert. . of thingsInsta: slskier88",-1
Professional Party Animal. UO💚   GO BUCS ☠️   Team @chandlerpmusic 🎤🤘🏼 👻. the_generalchad IG - thegeneralchad #est19XX #TMC #RIPNIP,-1
Professional photographer in Central Oregon,-1
"Professional Singer located in Bend, OR.  Jazz, Classical, Blues, R&B",3
"Professional social media consultant, online friend, Tweet interpreter, Fanbassador creator, and blogger.  Tweet your social questions to #socialquestion.",9
"Professional Triathlete: Ironman Champion, 70.3 Champion. Living in Bend, OR. Happy Wife to @corbinbrands.",-1
Professional triathlete. 4x Top 5 Ironman World Championships Finisher.,-1
Professional triathlete. 4x Top 5 Ironman World Championships Finisher.,-1
Professional triathlete. 4x Top 5 Ironman World Championships Finisher.,-1
"Professional 🚴 @illuminatethebike | Bend, OR - Big Bear, CA | Probably hunting 🦆 or texting back @_julia625 💍❤️",-1
"Professionals Whisky: Est 2014 Bend, Oregon",-1
Professor of Anthropology at Central Oregon Community College,-1
"Professor of English at Central Oregon Community College. “She is too fond of books, and it has turned her brain” (L.M. Alcott).",-1
"professor, historical theologian, Christian ethicist; writing about holistic discipleship and the common good",7
Profiler | Hypnotist | Behaviorist | Fly fishing 🎣Fitness 💪Running ❤️,-1
Programmer @ Sony Bend Studio. Ranged weapons systems on #DaysGone. Let's make the games industry a more inclusive place :),-1
Programmer // Game Engineer // All opinions are my own and not those of SIE,-1
Progressive because I HOPE. Post-Christian Believing Agnostic. Seeker beyond appearances. Gardener. Activist. Composer. Writer.,-1
Progressive lines of proprietary research for the private sector. A parent company and organization to multiple sectors internationally. Performance Foundation.,8
Project Engineer,-1
Prolific WordPress plugin developer. Contributor to WordPress core. I work on http://WordPress.org. Tech Ninja for @AudreyCapital. I like coffee and code.,-1
promoting analytic insights and best practice and guidance that is based on research-based benchmarking.,8
Promoting Dog Adoption throughout the United States. Tweeting dog related information in hopes of having people get out and adopt a dog!,-1
Promotions Producer at NewsChannel 21 and documentary filmmaker.,-1
protect your aura | 22 | La vida Es Bella 🌒,4
"Proud @USMC Gold Star Dad, Husband, Father, Retired HSI Special Agent and Former Miami Beach Lifeguard #inBend",-1
Proud agent with New York Life Insurance Company specializing in retirement planning. Licensed in Oregon.,-1
"Proud American. I ❤️ Jesus, Family, Freedom, Vets & 1stResponders. Constitutionalist and lover of ManlyShit. Whats #HateSpeech?",-1
Proud coffee addict,-1
"Proud dad of two labs & a tiny kitten | gaymer | add me on #NintendoSwitch SW-3882-6975-8678, PSN spwright88, Xbox ChatWright",-1
Proud Geek! Pokemon go player.,-1
"Proud husband & father of two amazing children. A Professional salesman that cares about what is important to you, and takes care with integrity.",-1
Proud Marshallese-American🇲🇭🇺🇸serving on the Bend-La Pine School Board and the Oregon State Board of Ed. But mostly baseball/tennis/swim mom of 3. She/her.,-1
"Proud Mom of two grown kids and two spoiled dogs, eye surgeon, small business owner and married 25+ to Knute.",7
Proud nerd and father.,-1
Proud owner of a 1978 pinball machine. Certified Cicerone®,-1
"PROUD supporter of cannabis education and LGBTQ+ activist. I like music, so I make music. Multimedia artist, pansexual transman and rainbow light bulb.",-1
Proud to be from Trinidad & Tobago..True Leo....Enough Said,-1
"Proud Trump Supporter, Veteran Doner....The Trump Prophecies by Mark Taylor,  MAGA,  KAGA2020, 1&2A, CONSERVATIVE, PATRIOT....Parler@DougsTrain",-1
Providing 51 years of reptile experience in the oldest shop in Oregon and to the people of Bend.I deal only in captive born animals and breed many of my own.,-1
Providing early stage venture capital to great entrepreneurs. Fund Managers @JulieHarrelson and @RobertCPease. http://cascadeseedfund.com.,8
"Providing high quality, gentle chiropractic care utilizing various techniques  to get the results you expect.  Get back into your busy life!",1
Providing Superior Pet Sitting Services #inbend and Sunriver! Certified in Pet CPR.,-1
"Providing therapeutic massage & bodywork in Bend, Oregon. Online scheduling available. #inBend",-1
"ProWest Appraising, LLC | USAF Veteran | Music Producer / Engineer | Golfer | Snowboarder | Dad",-1
PS13,-1
PSIA level 3 alpine. Level 3 telemark. Level 1 snowboard.  Instructor/trainer based or of Mt. Bachelor. Tweets and opinions do not reflect my employer.,-1
psshhhh... it happens,-1
PSU🌲,0
"psychic but just enough to know when to kick your ass, in the future",-1
Psychotherapist and entrepreneur trying the be the kind of person that my dog thinks I am.,-1
Psychotherapist helping individuals heal and take ownership of their health and wellness. I utilize EMDR and other mind-body interventions.,1
"Psychotherapist in Bend, Oregon.",-1
"Public accountant; University of Oregon '17, 汉语与金融双学位, world traveller, guitar aficionado, #Ducks, #Blazers, #Seahawks, #Mariners, #boxing",-1
"public relations, web marketing, advertising and other Words + Ideas for business. — Harold Olaf Cecil #golightgofastgofar",8
"Publicist to athletes, musicians, actors, leaders, nonprofits and brands that need to be seen, heard, talked about, envied and trusted.",-1
Pura vida,-1
Pure Buyer's Real Estate Broker in Bend,10
purebred sweetheart,-1
Purple is life.,12
pursuing #perfection,-1
"Purveyors of chicken coops, greenhouses, and backyard farming essentials.",-1
pushing pedals and making coffee in the PNW,-1
Pushing progress in every direction,-1
Putting others before myself 👆🏾,-1
"Putting the broad in broadside @ukings & @DalGradStudies alumna, @kings_mfa '22. Early Modernist, genealogist & pirate historian, tweets are mine etc, she/her",-1
"Putting the broad in broadside @ukings & @DalGradStudies alumna, @kings_mfa '22. Early Modernist, genealogist & pirate historian, tweets are mine etc, she/her",-1
Putting twitter couples side by side. Brought to you by the twouple of @cjgraphix and @superjenny,9
"QA Engineer for @BendStudio #DaysGone (Opinions are my own), one time NSP angel, Retro Nerd, Streamer, IT guy, gym rat, and overall dork.",-1
QA Manager at SIE Bend Studio. Dog dad. Equal opportunity hugger. Tweets and opinions are my own.,-1
"Qualified marketing, sales and product innovation professional with 20+ years of distinguished performance in competitive and rapidly changing marketplaces.",8
Quality of life is measured by: 1. What is thrown your way 2. How you handle it #boocrew,12
queer folk punk loving fuck (they/he),3
"Queer-coded villain, neurodivergent, menace, science enthusiast, crafty like your grandma, funny like your dad",-1
"Quickbooks Certified Pro-Advisor, Enrolled Agent. Bend, OR",-1
"Quirky curious librarian in Bend, Oregon",-1
r&b addiction 🎼 Pro Black 🖤✊🏾 sapiosexual 📚 somewhere writing the perfect love poem 💕📝 ya fav clatchet ♊️ IG: _tieratranese_,-1
R&B/Soul Hip-Hop/Rap.  #BAYAREA,3
Røøted Ïn What īs Rèal ¥&#x1f341;¥                         &#x1f311;⚖️&#x1f315; ☔️&#x1f30a;⚡️&#x1fa90;&#x1f4ab;&#x1f525;,-1
Racing bikes for Axeon Hagens Berman and USAC-U23.  Living the life around the world! Instagram @costadrien Represented by @CORSOsports.,6
Radio Broadcaster:  Rock & Roll's Greatest Hits - 105.7 KQAK and 95.7 The RanchWedding & Event DJCat DadHuman DadWriter,-1
"radio host, music fan, sports fan, pop culture and outdoors. He/Him",-1
Radio Personality,-1
"Radio Personality @1077beat in Bend, Oregon. Producer. Editor. Photographer. Writer. Skier. Foodie.",-1
Raiders and A's fan since 1974. USC alum. Pro-limited government.,-1
"Raised in Oregon...degrees from Stanford and University of Oregon.  Practicing architect in Bend, Oregon.",-1
Raised thoroughbreds for Hunter Breeding/racing/jumping. Art and Photos as Greta Goodwill.,-1
Raisin' heck in the biggest little city,-1
ramblings by some old stoner.,3
Ran away to the woods.,-1
"Ranchers daughter, young business owner, mixologist and all around silly girl!",-1
Random thoughts/venting/personal accountNSFW Account: @aylaaloracos Discord: ΛＬ♢ＲＡ#0514THESE ARE MY ONLY ACCOUNTS PLZ BLOCK/REPORT OTHERS･:*♡@Yirsing_♡*:･,9
"RANGE cfb is a design agency. Bend-based, ranging to SF, SJ, PDX.",-1
"Rapper, Producer, Song Writer,",3
Rapping and being a complete nimrod is what I do🤓Follow me for some ridiculousness💯 Link to most recent video down below👇,3
Rapping Everything Tight....I NEED BEATS #feedmebeats Datpiff: https://m.soundcloud.com/schudaddyrecords,3
"RC, SD. I don’t fucking know. Onward. 🌲she/her",-1
RDM➡️PHX,0
"RE maven, proud mom, fly-fisherwoman, gardener, bibliophile, and loves good wine. Licensed Real Estate Broker in CA and OR.",-1
"Reach 245,000 locals and tourists for less than 1¢ each, with Red Bee Press! The most attractive and widely utilized coupon magazine in Central Oregon.",-1
"Read, like really read",2
ready for my next adventure,-1
Real Estate Agent Extraordinaire & Proud Mama - Let me help you and you will get the exceptional service you deserve!,10
"Real Estate Agent in Bend, OR",10
Real Estate Agent to the Bike and Outdoor Crowd in Bend Oregon.,10
Real Estate agent with Fred Real Estate Group in Bend OR. I am here to help provide knowledge and information to aid in your home buying decision!,10
"Real Estate Agent, Photographer, Adventurer.",-1
"Real estate and litigation shareholder; Schwabe, Williamson & Wyatt PC; golf enthusiast; wife and mom of two.  Bend, Oregon",-1
Real Estate Broker,10
Real Estate Broker,10
"Real Estate Broker - Berkshire Hathaway HomeServices NW | Bend OR, and surrounding areas. Let me help you buy or sell your Central Oregon Home    541-640-0212",10
"Real Estate Broker (http://TeamBak.com); Mountain, Ultra, Trail Runner supported by @NikeTrail, @FocusPTbend, @fredrealestate",10
"Real estate broker and problem solver managing listings, buyers, short sales, and more.",10
"Real Estate Broker at Cano Real Estate. I ❤️ Real Estate, Mercedes-Benz & Volvo’s, Winston Churchill, & MY family.",10
Real Estate Broker buying and selling residential properties in Central Oregon.,10
"Real Estate Broker Extraordinaire with Premiere Property Group, LLC. Licensed in Oregon.",10
Real Estate Broker FRED Real Estate Group,10
"Real Estate Broker in Bend, OR. Loves Motorcycle riding, golf, my husband Steve and dog Dusty...",10
Real Estate Broker in Central Oregon,-1
Real Estate Broker in Central Oregon who's passion is to help every millennial become a homeowner.......that and horses!!! #equestrianproperties. Giddy Up!,-1
"Real Estate Broker with EXIT Realty Bend in beautiful Central Oregon. I aspire to be many things, you'll see!",-1
"Real Estate Broker, Mother, Lover of Bend and Horses....Giddyup!",-1
Real Estate Broker. Oregon Licensed. Oregon Born and Raised. Call Me.    http://burkleyrealty.com,10
Real Estate Broker/Harcourts The Garner Group-I help my clients buy and sell real estate in Central Oregon. Text me at 541-610-7686,10
"Real Estate Consultant, Oregon Broker",-1
"Real Estate Investment and 1031 Exchange Strategist specializing in Securitized Real Estate Investments such as DSTs, TICs, and Opportunity Zone Funds",10
"Real estate investor, developer and wholesaler.",-1
"Real Estate Investor, Landlord, and Entrepreneur that always manages to find something new to learn.",-1
"Real Estate Manager at Tesla helping to accelerate the transition to sustainable energy. Vegan athlete, wine and IPA drinker",-1
"Real Estate Maven located in stunning Bend, OR. Community Volunteer. Entrepreneur. Happy Bendite. Your Local Home Girl #highdesertliving #beabendite #bendlocal",10
Real life potato,-1
Real science & history. @Skeptoid podcast http://apple.co/2zecTSl; @SciFrictionFilm movie; Conspiracies Declassified from @SimonBooks http://a.co/h3G9z6w brian@skeptoid.com,-1
Real street nigga....,-1
really only here to write my random thoughts,-1
really?....a twitter account?,9
"Realtor @ Coldwell Banker Morris (OR licensed), Investor, Golfer, Snowboarder, Locally Involved, Life-Long Learner, Personal & Spiritual Growth, and he cooks",10
"Realtor loving life in Bend, Oregon. I specialize in homes on the West side of Bend with Strategic Realty.",10
"Realtor Nerd at Fred Real Estate Group, with a penchant for all things Bend - quality outdoor adventure & hoppy brews!",10
"Realtor Nerd at Fred Real Estate Group, with a penchant for all things Bend - quality outdoor adventure & hoppy brews!",10
REALTOR who loves what I do in Central Oregon! Helping connect home buyers with sellers.,10
"Realtor, Broker, Sothbys, Bend Oregon, Luxury Properties, Awbrey Butte, Broken Top, Tetherow, Pronghorn, North West Crossing, NWX, Awbrey Glen,",10
"Realtor, Family Kitchen Dev/Mkt Director, connector, facilitator, youth leader, corporate world expat, marketer, wordsmith, creative, musician",-1
"Realtor, Realist, Realest",10
Rebellious Moonbeam | Owner of Crahmanti,-1
Recent convert to the Church of Jesus Christ of Latter-day Saints! Preparing to serve a mission! #lds #Mormon ❤Family ❤Friends❤The Gospel,-1
"Recent grad living in Bend, Oregon.  Working for a solar company here doing legal research and grantwriting goodness.  I enjoy food with lots of butter.",-1
Recent graduate from the University of Oregon who's lovin' life in beautiful Central Oregon!,-1
Recording Artist,3
"Recording, mixing, and mastering studio located in beautiful Bend, OR",-1
Recovering addict.. BadAss mom of 2... Peer Support Specialist with Deschutes County..,1
"Recovering attorney, now working for the good guys. Passionate fan of Oregon, Scotland, corgis, the Packers and shaved truffles over pasta.",-1
"Recovering Nordic ski racer. Physical therapist, post hole digger, puck stopper.",6
"Recovering pro triathlete. Current hack bike racer. 5:30 beer miler. Commentary for @ironmantri Thoughts are my own, I think.",-1
"Recovering pro triathlete. Current hack bike racer. 5:30 beer miler. Commentary for @ironmantri Thoughts are my own, I think.",-1
"Recreation is my passion. Ohio State Alum. Love to shred, climb, slack and stretch. Trail Blazers and Buckeyes till I die.",-1
"Recruiter for Nike, fan of Mt. Bachelor and blue bird ski days, mom of 3 and wife of 1. Loving life and looking forward to the next sailing trip.",-1
"Recruiter for Oracle's NA development orgs and Health Sciences GBU.  Primary focus on Product Development positions (Product Strategy / Management, Dev, QA, UX",8
"Recruiter for Redmond,madras,prinville Oregon. 0352 Anti-Tank missle man",-1
"Recruiter, Human Resources Professional",-1
"Recruiting Manager with Patrice and Associates for Portland, Oregon region.",-1
Recruiting professional who wants to help you find your next career adventure. Let's network!,-1
Red town/blue state. &#x1f595;&#x1f3fc;Trump&#x1f595;&#x1f3fc;NRA&#x1f595;&#x1f3fc;GOP. Blocked by DLoesch & LMensch. Animals R people too. Block Bots & Trumples. #Resist. #wtp2020 http://Vote,-1
Redhead Step Child,-1
Redmond of Central Oregon | Mobile Work Search™ | nearby @BendJobsWork | statewide @ORJobConnecter | nationwide @USAJobConnecter | http://facebook.com/mobileworksearch,-1
Redmond School District,-1
"Reflections on humans, activism, and the fate of the planet",-1
"Reformed web developer turned software engineer in this beautiful town of Bend, Oregon.",11
"Registered Dietitian. Functional nutrition approach, anti-diet, intuitive eating, human design. 100% Virtual and Personalized.",1
REI  Manager 🤑🏘 | D💙 | D🐶|C🦁|,-1
Reindeer are better than people,-1
"relentless cancer battler, christ follower,Makeup Artist, Esthetician, and stylist. Specializing in film, editorial, fashion, wedding, and special event makeup.",-1
Relentlessly committed to succeeding. Failure's not a word in my vocabulary. Sport lover. Craft beer crony. Zombie enthusiast. Purveyor of interesting thoughts,-1
"Relocated East Coaster. Love the Caps, the Eagles, the Gators, and music. Oh and wine. Definitely wine. And beer.",-1
"Renewable Energy Exec, Angel Investor & Non-Profit Board Member.",8
REO Specialist,1
rep'n 10 Barrel Brewing Down--state.,-1
"Repairing damage is easy, putting lives back together is tough.  http://www.ClaimsDelegates.com & http://www.ContractorsClaimService.com",-1
"Replay Operator for ESPN, Father, Husband, Texan, Hoosier alum, Shiba Inu owner. ""Don't give up, don't ever give up."" - Jim Valvano",-1
Reporter for Central Oregon Daily,-1
"Reporter, Anchor, Producer @KTVZ Story Ideas: leila.eltouny@ktvz.com",-1
Reporter/Producer @MIRS @FocalPointMSU @MSUGradSchool @UOAlumni #GoDucks #GoGreenGoWhite #recoveryposse #news Goals: @ap @NYT @WSJ @washingtonpost @cnn,-1
Rescue Collective,-1
Research Director covering Strategic Technologies including the future of mobile devices (smartphones and tablets) and AI.https://www.linkedin.com/in/jefforr,8
"Reservation Software built for Adventure Parks, Tour Operators, Activities, Rentals, Lodging & More. #builtinbend",-1
resident potato expert,-1
"Resister, Raised to Give a Shit, This is Not Normal",-1
Resort Business Opportunities is dedicated exclusively to matching business buyers and sellers in exciting destination resort areas nationwide.,-1
"Restaurant & Bar expert, U of Oregon alum, golf, outdoors, 80s music and good times.",-1
Restaurant Consulting and Commercial Financing.,8
Restaurant Consulting and Commercial Financing.,8
Ret. Societal Crisis Intervention Specialist in a city full of crisis. #GoDucks #GoPokes #BleedBlue #STLCards,-1
Retired,-1
Retired,-1
retired          #WarrenDemocrat,-1
Retired & loving life as an old fart!!,-1
Retired academic. Research & Communications Strategist for @KQ_Comm. Secretary of @PRSAMem ✨,-1
"Retired active shooter in stills and video, now golfer and survivor, product of the 60’s.",-1
"Retired adverting/marketing consultant, sailor, XC skier, Mtn. Biker, Aviation enthusiast.",-1
"Retired Army colonel. For last 26 years have been engaged in emergency management. Served as Associate Administrator, Response and Recovery, FEMA 2009-2013.",-1
"Retired Army Officer, Former IT Executive, Actively retired enjoying skiing, fishing, volunteering and camping. Recovering Republican now Proud Democrat 🌊",-1
"Retired Biotech Marketing Exec. Bend, Oregon. Happy Wife. Mom to a teen. Traveler. Sad to see so much anger and stupidity in the world.",-1
Retired but not resigned.  Enjoying life and love!,-1
"Retired Chief Marketing Officer, C3 AI. Author - ""Traversing the Traction Gap""",8
"Retired CPA. Trump supporter. Republican but could be a Libertarian and don't know it. ""Government can't solve the problem. It is the problem""",-1
Retired Educator,-1
"Retired educator relatively newish mountain biker living in Porto, Portugal",-1
Retired from Boeing,-1
Retired from Central Oregon Community College,-1
"Retired LEO Professional ,specialist in solving life problems. And proud to be a Father of a UO student athlete! ScoDucks🐣",-1
"Retired Master Optician, enjoys guitar playing, fly fishing, kayaking, snow shoeing, proudly sitting on the left and critical thinking. Also, pretty funny.🙃",-1
Retired USAF Msgt.,-1
"Retired VP of Human Resources, Safety and Legal. Animal behaviorist, Natural Horsemanship judge and Western Pleasure competitor.",-1
"Retired, Community Volunteer",-1
"retired, golfer, skier, emerging church creator",-1
"Revenge is a must, I’ll heal in hell.  http://twitch.tv/ShyDolla",-1
"Rick Havern, Ted Burton, Greg Byers, Dan Flagg, Tom Barber and Dennis Senff",-1
"Rides bikes, lifts weights, reads books. MMA nerd, truth seeker, father of 4",-1
Rip City #LGM,-1
Rip to my doods Toni and Coop 2/21/15,-1
RIP-11-23-15.7-4-16 ❤️ may my guardian angels watch over me. Father to Ava Marie Ochoa 👧🏽💕,4
"rising♈ , sun♊, moon♑ I smoke alot of weed😁🍁",0
"RJ is a commercial and residential architect in Bend, Oregon; whose focus is on the holistic integration of design, aesthetics, sustainability and innovation.",-1
RN advocating for justice & equality,-1
RN 💉 NorCal 🌲 Matt ❤️,0
"Road Cyclist, Skier, Backpacker and lucky to live, play and work in great places with my family.",6
Road Scholar. Datacenter Operations. Car Guy. Goaltender & Ref. Writer. Ex-Facebook. Harold Snepsts of the Apple Macintosh world. #Canucks #KrakenI ski. A lot.,-1
Robert has been helping customers in Central Oregon buy and sell properties for over 28 years. Put his experience to work for you today. http://roberts.johnlscott.com,10
Rock band from Bend OR,3
rock climber,-1
"Rock, Ska, Funk, Reggae, Jazz, Big Band, Rockabilly, Metal, Punk, Alternative, Blues, Surf,  Music, Music, Music...cars, guitars, hockey & IASIP",3
"Rocket Ship Builder, PGA Golf Professional, Huge Red Sox Fan",-1
RocketBux Mobile Marketing - Delivering millions of mobile coupons to happy customers everywhere.,-1
"rockhounding, lottery winning, gold mining, wood working, building,etc.",-1
"Rocking as much as central Oregon will let me, say hi! (7in long X 6in around)",11
Roll J's for days,-1
"rolling with the punches. young, free & able.",-1
Ronny is my name Detailing is my game Central Oregon Auto Reconditioning ✌,11
"ROO Troop, PA, Meta-Guardians, Slothz, Dapper Dinos. Animal Lover bmwt-$5, pwe-$1",-1
"Roxanne & Jim Cheney are both brokers with Coldwell Banker Morris Real Estate in Bend, Oregon.  Together they have over 25 years experience in Bend's market.",10
RPA Theatre Arts instructor,-1
RS 🔴/Snowboarding 🏂/sc@bernabe_traww,-1
Ruby on Ales is a two day single track Ruby conference in Oregon.,-1
"Rummage less, explore more. Our segmented stuff sacks help you pack smarter and stay organized for all of life’s adventures. #PackLikeABoss",-1
"Run with support from Columbia Montrail, Injinji, Julbo, & Nuun.",-1
"Runner, Brewer, Enjoyer of Things",-1
"Runner, sport nutritionist, adventure seeker, and dog lover",-1
"Runner, student, feminist, future social worker.",-1
"Runner, Wolverine, Vol, UMich, Notre Dame Law ('14), Fmr BTN Producer, Rocky Top, #CFL enthusiast, startup lawyer, odd duck, sports startups/tech, class traitor",-1
runner. dirtsurfer. WNC native. it's a fine line between van Gogh and Van Damme,-1
Runner.Cyclist.Bears/Blackhawks Fan.Traveler.#BlackLivesMatter,-1
"Running and cooking and going places (Before), also puttering, land use planning/fist-shaking at the universe. Recently left Brooklyn for Bend. I miss sarcasm",-1
Running the Overleaf Lodge and Fireside Motel and raising kids!,-1
"Running, Skiing, Outdoors-ing.",6
running/lifting/personal metrics/,-1
"Ryan (aka Sully) is a Tech Geek who loves business, finance and technology.",-1
s'theb,-1
S&C Coach #PerformanceCoach and Cart Barn Hero. Seeking wisdom daily 💯 #GladtoBeHere,-1
"SaaS company sales leader. Currently at Trintech leading enterprise team - fintech space. Previously @ Kronos. Interests - sales, investing, outdoors, music.",8
Saint Mary's College 2017,-1
"Sakari Botanicals is  located in Bend, Oregon we are a Native American female owned business  serving under the Central Oregon Seed Exchange.",-1
Sales and Marketing Epic Aircraft,8
Sales Consultant @ Robberson Ford,8
Sales Director PNW for Diageo Beer Company USA.  Beer fan; Guinness adorer; sometime blogger. #IWorkForGuinness http://www.thedrinkingclasses.com,-1
"same, same...but different•she/her",-1
San Diego native lucky enough to live in Bend! Experience the difference of remarkable service and remarkable results!,11
San Francisco,11
San Francisco's premier auction company. We'll turn your unwanted items into cash and handle the whole process for you. http://www.fogcityauctions.com,-1
"Santa Fe New Mexican Business Editor.  ""I've done nothing for Russia."" @josefditzler @josephditzler",-1
"Sara Bella* Upcycled is a website and shop in Bend, Oregon, devoted to upcycling plastic bags and billboards into wearable art.",-1
"Sarcastic & somewhat mouthy, bad judge of character, animal lover who adores her amazing kids. &#x1f49b;☀️&#x1f4a5;",-1
Sarcastic mom married to an even more sarcastic man.,-1
Sassy little lady with big dreams✨,-1
"Satellite Sister, Global Brand Marketer, Podcaster. #staynoisy Listen to @SatSisters Follow @haywardmagic on @Insta",-1
Saturdays are for my cat.,-1
"save the bees, save the trees",-1
Saved by grace. Old fart 👍🏻who games to escape extreme chronic pain. #EndRacismNow #NoMansSky #QitanianEmpire #Fallout #EliteDangerousOdyssey and many others.,-1
Sawyer Belle & Mesa's dad. @BrookeShuman_’s voice of reason.,-1
SC - KyleDaHuman,-1
Sc Mitch Parel,-1
SC: Jacksieepoo,-1
sc:colehafer2 ig:cole.hafer,-1
SC:Faithd143 follow me🌸,-1
sc// sammie_1714,-1
"Schechter Architect: Sustainability, Achieved. Bend Oregon Architecture.",-1
sco browns,-1
sco ducks,-1
Sco Ducks! 🦆🦆,-1
Scott!,-1
"Scottish Golf Course Designer, based in Oregon. Husband, Father, Pilot. From Bandon Dunes to GrayBull, NE in my Piper M600",-1
"Sculptor @Handmadebend, Fine Art Mold Maker 20 yrs. FAA certified UAS pilot, video editor @ Tallent Imagery.",-1
"Seahawks fan Section 327 Row J seats 17&18, SAPPER (OIF1), Hunter-Gatherer... Do the hard right instead of the easy wrong. #GoHawks #GetLoud",-1
"Seamstress, dressmaker, lover of all things #diy #sewing #quilt #quilted #quilting #gifts",5
Search Marketing Scientist - Engineer of the Search Engines - Social Guru Nut,8
searching for the answers,-1
"Seasoned b2b marketer | Marketing technology fan | Wine and dog lover | Mom, wife, sister, daughter, friend",-1
"Secular Humanist, Critical Thinker, Soldier and Father.",7
"Security Technology professional, outdoor junkie, and Beaver/Blazer fanatic. Grew up in LatAm and Asia. Player of Games. DM of some..",-1
Seeking justice for my beloved 7yr old golden who passed away after a United Airlines flight. Please sign & share my petition to improve air travel for pets!,-1
Seinfeld lover. Ramsey squad. Dogs are cool. Pass the vodka.,-1
Self-appointed ambassador for Clydesdale runners everywhere. Giving hefty runners a voice.,-1
self-deprecating princess,-1
"Self-employed estate planning and elder law attorney, animal rescuer, and parent of two young children.",-1
Self-Employed Singer/Songwriter and Internet Marketer,3
Self-made thousandaire. Pens🐧Fan. Trixys Mom. My intuition is my “Super💥Power”. Snow-mobiling is my jam. Brraaap!,-1
Self-proclaimed existential hero . . . world traveler . . . proud dad . . . lucky husband . . . Broker at Cascade Sotheby's International Realty,-1
Self-proclaimed existential hero . . . world traveler . . . proud dad . . . lucky husband . . . Broker at Cascade Sotheby's International Realty,-1
Self-proclaimed smart blond and bookseller extraordinaire. Yep- that's me.,-1
"Self-Taught Artist/Painter based in Bend, OR",-1
"Semi retired potter - happy to help potters with technical questions/solving problems with handmade pottery. I’ve made approx 30,000 mugs by hand over the years",5
Semi-Pro Forza Driver for @TeamSquadios Sponsored By @AudioDrown | @PTGForza Porsche Cup Champion Sponsored By Pfaff & Motul | Business: GGRacingMedia@Gmail.com,-1
"Semi-pro Hungry Hungry Hippos player, Three-Time World Champion Reese's Pieces Sorter",-1
Semi-pro ski caddy,6
"Semi-retired - loves Em Dashes - travel - adventure- outdoor hiking, kayaking, biking, SUP - Groove Yoga - Cynthia's Yoga Retreat - Matt Kahn - Bill Maher and?",1
"Semi-retired engineer, father of 2 great kids, information sponge, believer in moderation in all things.",-1
"semi-retired photographer, skier, fisherman, hiker",-1
Send it.,-1
"Senior Account Manager at Ventana Research - ""Being a visionary is a whole lot like being wrong for a very long time.""",8
Senior Cloud Architect @effectualinc | Proud Father | AWS Community Builder | Opinions are my own and I reserve the right to change them at any time,-1
Senior Engine & Gameplay Programmer.,-1
Senior Environment artist @bendstudio |all opinions are my own ||http://artstation.com/biofrost || May talk about disney and sonic too much/ biracial and proud,-1
Senior Experience Design Prototyper @ Intuit,-1
Senior Level Architect @ArkaneStudios working on @playRedfall.  Former Environment Artist @BendStudio on Days Gone.  All opinions are my own.,-1
Senior Living Operator,-1
Senior Loan Officer MLO-881486Movement Mortgage NMLS#39179,-1
"Senior Managing Editor For @VisitPlayNY and PlayAZ, covering online gambling/sports betting. I will overstay my welcome, thank you.",-1
"Senior Marketing Manager @WhistleRecruits + @Teamworks • @NWHS_Football Special Teams Coordinator • Previously: @SMUFB, @RazorbackFB • ✝️ • 👨‍👩‍👧‍👦 • 🏈",-1
Senior math major at university of oregon Gamma phi beta,-1
"Senior Motion Designer @wearehims // Formerly @MoGraphMentor, @MotionSound_io // Portfolio http://michael-jones.co // Go Canes!!",-1
Senior science writer & independent journalist. She/her. 2020 Health Care Fellow @AHCJ. Past board member @ScienceWriters. Born at 316 ppm. She/her,-1
Senior Staff Animator at Bend Studio.  Opinions are my own.#DaysGone #BendStudio #Animation,-1
Senior Staff Designer at @SuckerPunchProd | Prev. Lead Open World Design on #DaysGone @BendStudio | Opinions are mine | Car Enthusiast | He/Him | 🧷,-1
SEO @DumontProjectFormerly SEO @Merkle,-1
SEO & SEM. I love the outdoors & snowboarding. Also hanging out with my fam and taking long naps. Green Friendly Advocate! I'm Irish! :),6
"SEO, Website Design",-1
Serial #mrx tech #entrepreneur turned #growth strategist. Investment banker. Latest project @scale_house. @ESOMAR President. Passion project: @womeninresearch,-1
Serial #mrx tech #entrepreneur turned #growth strategist. Investment banker. Latest project @scale_house. @ESOMAR President. Passion project: @womeninresearch,-1
